source,content,sentiment
twitter,"اینی ک من منشن کردم فان بود کلا
ولی فارغ ا این توئیت و بحثای دیگ ایرانو دوس دارم ولی با یه سری چیزای دیگش مشکل دارم",neg
twitter,میشه برام یه خونه تو چال لپ هری بگیرین؟,neu
twitter,کراش دوران نوجوونیم بود این :)))) الانم مجرده,neu
twitter,"امروز تبلور سیره امام خمینی رحمت الله را در سالگرد رحلت ایشان شاهد بودیم که خلف صالح و امام امت در عصر حاضر برای آبروی مومن و حق مومن حاضر است صریح و شفاف جفا و ظلم در حق افراد را اعلام کند و دستور جبران بدهد این فقط سیره اولیا الهی است.
#ولی_صادق",pos
twitter,"علاوه برجایگاه خاص و والای امام صادق(ع) به عنوان رییس مذهب تشیع، پیروان راستین مذهب جعفری که منتسب به امام صادق(ع) هستند به تمام ۱۲ امام معتقد و صد البته منتظر ظهور آخرین ذخیره و امید تمام معصومین علیهم‌السلام هستند.

#صادق_آل_محمد

#ImamSadiq",pos
twitter,"سرزمینی که رهبرش در خانۀ ساده زندگی می کرد و پس از مرگش مقبرۀ باشکوهی برایش ساختند چه نام دارد و نام آن رهبر چه بود؟(2نمره)
الف. مصر ، فرعون (رامسس دوم)
ب. ایران ، خمینی
ج. الف و ب صحیح است
د . 😳",neu
twitter,در ضمن تندرویها،اشتباهات احمقانه،و خودزنی های رژیم در عرصه بین الملل هم در سقوطش بی تاثیر نیست و واکنشهای جهانی را برانگیخته،روی این مطلب هم غیر از جنبشهای مردمی حساب کنید,neg
twitter,"انتخابات باید سالم و رقابتی باشد، رقابت غیر از خصومت و تهمت‌زنیِ متقابل است؛ اینها را باید همه مواظب باشیم.۱۳۹۰/۱۰/۱۹،،،
#منتظر_انتخاباتیم",neu
twitter,برنامه گفتگوی 22:30شبکه دو رییسی و زاکانی رو نیگاه کنید،، معلوم میشه چه کسی این ویژگیهای رو که فرمودید دارند،، خیلیا چشم و گوش بسته از قبل آقای فلانی رو انتخاب کردن،، فقط به خاطر بوق چی بازی های یه عده،، دلایلتون اصلا منطقی و قانع کننده نیست,neg
twitter,سالها پیش گربه نر گنده بچه گربه حیاط ما رو زد و شکمش رو پاره کرد و کشت ولی این یکی نه میزنه و نه میکشه، عملا ترتیب بچه رو میده. منظور اینه که کشتن یه جور دیگه اتفاق میافته.,neg
twitter,برم نون بربری بگیرم بیام اشپزی کنم این دنیا قراره همینقدر چرک بمونه,neg
twitter,"به کسی که باهاش سلام علیک داری
رفیق یه عالم دیگست که خداشم فرق داره
بالاترازرفیق برای ماتدکا یولداش هستش
که باید براش سرداد
بالاتر از اون قارداش هستش",pos
twitter,"خسیس 
از از لجیت میرم کفتر میخرم😎",neg
twitter,"قابل توجه اون کسانی که میگن آقای رئیسی سابقه اجرائی نداره !!
قسمتی از حکم انتصاب رهبری برای ریاست آیت الله رئیسی:
شما که ((#کارآمدی خود را در مقاطع گوناگون خدمت نشان داده‌اید))",pos
twitter,"هرچی بتلفیلد اومده این اواخر رفتم سمتش غیر از نسخه وی
کلا وارد مولتی بتلفیلد بشی یکی از درهای بهشت برات باز شده😋",pos
twitter,قبلا پاتوقان برادران عرزشی پیچ تاجزاده و زیبا کلام بود چند روز هست که اضافه کاری گرفته اند و مهرعلیزاده و همتی هم به آن اضافه شده اند,neu
twitter,دقیقا مث صحنه های جنگی فیلماس که تو جنگل میگیرن *_*,neu
twitter,بله دیگه بااین اتفاق مبارک قطعا دولت پیر انقلابی هم برای مردم ناکارآمد خواهد بود😏 آقای #رئیسی فرموده بودن مستقل تشریف فرماشدن ولی گویا بایدبه مافیای سیاسی پست و مقام اهدا کنند.خدا لعنت کنه بی صلاحیت‌هایی رو که صلاحیت #سعید_محمد رو تأیید نکردن😏تا باشه #امید_دانا که ما روشنگربشیم,neg
twitter,بله ایراد اساسی دی با هم خانما ظلم اولور هم اقا ولی والله کبین چوخ ظلم دی چوخ,neg
twitter,حاجی حالا تو اصل موضوع رو بچسب 😂,neu
twitter,تو چرسی نقش شاه شجاع را بازی کردی,neu
twitter,مادران جنده کوس گشاد مردم کونیبایجان جندهخانه همه جنده صادراتی هستند😂اصلا جندهبایجان در طاریخ کوس گشاد و چرب و آبداری هست که تمام اقوام آسیا کیرشونو کردن توش و آبشونو پاشیدن داخلش😂نسل معلول و زنازاده طررررچ بوجود اومده با زبان ناقص و الکن و پر از گوه طررررچی😂🐷 دونقوزبایجان🐷,neg
twitter,از هر دو ممنون بخاطر توضیح دقیق و بادقت و پرجزئیاتِ نقطه‌نظرتون 🙏🌹,pos
twitter,"هیچ چیز خطرناکتر از این نیست که جامعه ای بسازیم که در آن بیشتر مردم حس کنند که هیچ سهمی در آن ندارند.
مردمی که حس میکنند سهمی در جامعه دارند از آن جامعه محافظت می کنند، ولی اگر چنین احساسی نداشته باشند، نا خودآگاه میخواهند که آن جامعه را نابود کنند.

#مارتین_لوتر_کینگ",neg
twitter,"#StopHazaraGenocide
تلاش برای حمایت از مردم مان در راستای رسیدن به حق و حقوق انسانی",neu
twitter,از اونجایی که ارزشیابی، فرصت دانشجو برای انتقام از استاده، مین بی هیچ کیدیمیتین بیست نیمیدیم,neg
twitter,دیگه تو سرد ترین و بیخیال ترین حالت ممکنم😶,neg
twitter,سلام دوستان کسی در مورد این عکس نظری داره؟؟ خیلی خوشکله. رفته بودم کوهنوردی به یه صخره عجیب رسیدم. شکل یه شتر هست.,pos
twitter,نمیدونم چطوری اشتباه شده یا تو تگ اشتباه گذاشتی یا من اشتباهی به جای اون تو رو بلاک کردم☹🤦🏻‍♂️,neg
twitter,توی جمله ای که یکی میگه کلوز فرند قطعا طرف مقابل حالا فکرنمیکنه داره میگه دوست بسته.بیخیال,neu
twitter,"اول اینکه آدم سالم مزاحمت رو از پیشنهاد تشخیص میده، بعد اینکه آدم سالم توی جمع یکی رو خراب نمیکنه، پس تا اینجا رسیدیم به اینکه مشکل اوشون بوده
یه احتمالی هست که شما یا من نوعی درست پیشنهاد دادن رو بلد نیستیم که متاسفانه بخاطر فرهنگ‌ما خیلی زیاده ولی باید درستش کنیم",neu
twitter,زاکانی دغل باز اصلاحات سبز و بنفش که مردم ایران فریب می دهد، بیاد اسم سه برادر بگوید، در مقامات اول کشوری که سه برادر نداریم که اینقدر قدرت داشته باشند که زاکانی بترسد اعلام کند,neg
twitter,عزیییز دلمممم ، من این روزا مهمون دارم هر وقت رفت چشم,pos
twitter,"قضیه رو سیاسی نکن
فیلمباز بودن به دیدن سینمایی‌ها و سریال های ترند نیست
فیلمباز بودن یعنی تو هیچکاک دیده باشی
کاپولا دیده باشی
کوبریک دیده باشی
اسپیلبرگ و لینچ دیده باشی
و بیای به خودت بگی فیلمباز و مدعی شی و نظر بدی
نه با یه تامی شلبی دیدن...",neg
twitter,"انشالله به آرزوهاش نرسه
به هر چی صلاحشه برسه😁",pos
twitter,پس مشکل از توییت من نبود، شما خودتون نخواستین پوینتشو بگیرین.🌌,neg
twitter,مبارکه فقط سر پول گرفتن کوتاه نیا بامبول زیاد درمیارن.پیش بگیر نصفشو آخر کارم یه تیکه از کارشو انجام نده تا تصفیه کنه.,neu
twitter,"اها😂😂🤦‍♀️🚶‍♀️
دیشب اولش همه تو فاز جیکوک بودن
یه هو اومدم دیدم ملت دارن صلوات میفرستن😐😂💔",neu
twitter,مصطفی پورمحمدی، دبیر عالی جامعه روحانیت مبارز، گفت سخنان رهبر جمهوری اسلامی «غم نهفته سالیان بود که در جریان رد و تایید صلاحیت‌ها و حواشی و شایعات قبل و بعد آن، به بسیاری ظلم شده است»,neu
twitter,"بمب اتم نمی‌خواهیم شما را با یک بند انگشت شکست میدهیم!!!
 #رای_میدهم
#ما_منتظر_انتخاباتیم",neg
twitter,"طفل این حیوونیم از قیافش معلومه تو حالت خایه موده
انگار کونش گذاشتن ولی گفتن جلو دوربین بخند😭",neg
twitter,"جدا اگه رومون کراش دارید بگید تو دایرکت دیگه
تو ناشناس یهو میگید روت کراش دارم خب چه فرقی میکنه
چیز بدی نیست ک",neu
twitter,"رای من سرنگونی

بخاطر۱۵۰۰ کشته #آبان_٩٨ 
بخاطر بازداشت شدگان
بخاطر ۱۷۶ کشته #هواپیمای_اوکراینی 
بخاطر کشتار سوختبران #بلوچ
بخاطر جوانان بیکار
بخاطر سرکوب زنان 
نه به انتخابات 
بر همه دیوارها فریاد می زنیم 
👊#راى_من_سرنگونى",neg
twitter,"اگه منظورت از نظم فعلی، صرفا تو بعد آموزش جنسیه(و نه کلا اخلاق جنسی)، پس تنها مشکل من از نظم فعلی یکی خالی بودن جای دگرباشان جنسی و دیگری هم زیادی راحت در دسترس بودن پورن هاست.اما هیچ مشکلی تو مایه های ""پایین اورن سن و زودتر پرداختن به ماجرا""(نسبت به وضع فعلی غرب، نه ایران) ندارم",neu
twitter,ارتحال حضرت امام خمینی (ره) و قیام خونین ۱۵ خرداد را به عموم ملت عزیز ایران تسلیت عرض می نمائیم.,neg
twitter,احسنت!!! درود بر شما....من هم در اینستا و توئیتر و واتساپ و در کامنتهای مختلف از حمایتم و اصلح بودن سردار نخبهٔ و انقلابی و جوان دکتر#سعیدمحمد کوتاه نیامدم.,pos
twitter,وای قلبم گرفت از نهایت بی ادبی این آدم . چطور میتونه ؟,neg
twitter,الان پهپادی مثل کمان ۲۲ و شاهد ۱۲۹ و مهاجر ۶ که اصلا نمیتونند بمب یاسین حمل کنند البته کمان ۲۲ شاید بتونه یدونه زیر بدنه حمل کنه,neu
twitter,"نه اینکه متوجه نشن 
منفعتشون تو اینه ک اینجوری متوجه بشن",neu
twitter,"کاری به دولت ندارم اما ما دانشمندان بزرگی رو داریم نظر شخصیم اینه که واکسن ایرانی یکی از بهترین واکسن هاست
به آمریکا مهاجرت میکند تا واکسن فیرز بزند",neu
twitter,اسم درستش اعتماد به نفس هستش فکر میکنم,neu
twitter,"استثمار طبقه کارگر بنا بشه (مثلا به این دلیل که افرادی از حزب لیبرال رای آوردند)
مسلما دولت سوسیالیستی تمام تلاشش رو میکنه که سرنگون نشه (این تلاش شامل سرکوب و ارتش کشیدن در مقابل مردم نمیشه) اما اگر نتونه اکثریت مردم رو راضی کنه، بله کناره گیری میکنه یا به اصطلاح به مناطق",neg
twitter,"سلام, آقای میثم، متاسفانه ایشان همیشه چند پهلو حرف میزنند و صراحت کلامی ندارند ، در نتیجه حله معادله چند مجهولی 
نیازمنده آشنایی به مسائل پشت پرده دارد",neu
twitter,"این مودی بودن خیلی منو اذیت کرده. یبار واقعا دو ما کار نکردم :|
البته هیچوقت یادم نمیاد بدقولی کرده باشم تو هیچ کاری. شاید ساعت کاریم منظم نباشه خیلی ولی ددلاین هارو میرسم بهشون همیشه",neu
twitter,چیزی که واسه شما آرزوئه واسه ما خاطره س ^_____^,pos
twitter,"من در انتخابات شرکت میکنم چون من از زیر بار مسئولیت انتخاب کردن فرار نمیکنم. 
#ایران_همدل
#انتخابات۱۴۰۰",pos
twitter,"وای گوش بده خیلی خوبه🥺 میگه:
امروز که محتاج توام جای تو خالیست
فردا که می آیی به سراغم نفسی نیست
بر من نفسی نیست ، نفسی نیست
در خانه کسی نیست نکن امروز را فردا
بیا با ما که فردایی نمی ماند که از تقدیر و فال ما
در این دنیا کسی چیزی نمی داند...",pos
twitter,به نظرم نویسنده اون توییت کوسه ست:)))),neu
twitter,"آقای قلهکی! 
۷+۱ که نمی‌شود؛ می‌شود؟!

 
#انتخابات 
#انتخابات۱۴۰۰ 
#انتخابات_۱۴۰۰",neu
twitter,با چه جزییاتی هم عزیزان بازی رو نگاه کردند. خوووووب دیگه تعریف کنید 😂😂,neu
twitter,اونا دیگ تو خود کوره هستن😂😂مام زیر باد کولر عرق میریزیم,neu
twitter,"مُردم از درد و به گوشِ تو فغانم نرسید
جان ز کف رفت و به لب راز نهانم نرسید
گرچه افروختم و سوختم و دود شدم
شِکوه از دست تو هرگز به زبانم نرسید",pos
twitter,"#ما_منتظر_انتخاباتیم
#رای_میدهم 
راه کسانی را که علم ندارند پیروی نکن!",neg
twitter,"روبه هیچ کس نکنم زِطلب تو جز حق
مهر تو را به دل ما انداخته‌ همان‌حق",pos
twitter,یه وقتام لج میکنم بعدش مهربون میشم که بفهمونم بله، کت تن منه نه شما,neu
twitter,"اگه بگن و آخرش نتونن ثابت کنند 
یه ملت رو طلب کار کردن
روش فعلی نهایت به اون که اشتباه کردن باید پاسخگو باشند",neg
twitter,با جفتتونم 🤦🏻‍♀️😅,neu
twitter,از وقتی من اول احوال پرسی نکردم دیگه خیلیا رو ندیدم,neu
twitter,"دور فلکی یکسره بر مَنهَج عدل است
خوش باش که ظالم نَبرد بار به منزل
#مطالبه_اول_تعویق_کنکور_سراسری_1400#سلسله_مراتب_آزمون_های_ملی_رعایت_شود#نه_به_تبعیض_علیه_کنکور_سراسری",neu
twitter,عدالت و تقوای عجیب و مثال زدنی رهبری در غبار گمانه زنیها گم نشود فقط یک حاکم صالح و عادل اینچنین از حقوق دیگران دفاع میکند,pos
twitter,با گدایی معروف شد🙂🙂من خوب یادمه,neu
twitter,یک دفعه خود ایشون توی یک انتخابات شرکت نکردن! برای اینکه شرکت نکنن! رفتن توی یک دهاتی که اصلا انتخابات شورا نداشت! تا چند ده کیلومتری هم خبری از انتخابات نبود! از اول انتخابات تا آخرش هم همونجا موندن! آدم باید خودش تشخیص بده! چه بسا!!!!,neu
twitter,انشالله که هرچه زودتر بیت از لوس وجود امثال ایشان پاک گردد.,neg
twitter,اونا که برگردن نان این آجر میشه که ۔الکی میگه,neu
twitter,پسر عجب پوئن مثبتی.کمرمون رگ به رگ شد.دیگه چی میخوایم....,pos
twitter,"دیدمش.
دقیقا مواردی که می‌گفت رو بچه‌ها هم بم گفته بودن 😬
البته یه مورد اضافه رو گفت که جالب بود برام. اونم آسیب رسیدن به گردن و دست تو پن‌دیسپلی ‌هاس که اینو دقت نکرده بودم تا حالا 😬",neu
twitter,دوستم خودکشی کرده لعنت به ایلان ماسک,neg
twitter,عدالت با برابری فرق داره,neu
twitter,کتابه رو نخوندم ولی یه چیزایی در موردش شنیدم،اینکه سوفی موهاش قرمزه و چشماش سبز آبیه،و یه خواهر داشته که گمش کرده و چند تا دیگه هم بود که الان یادم نیست,neu
twitter,از لو رفتن ایمیل‌های فائوچی و پرده‌برداری از پروژه‌ی آیدی‌های دیجیتال توسط اتحادیه اروپا و مشارکت کمپانی GAVI که کارش تو واکسنه و مایکروسافت توی این پروژه، و تهدید چین به جنگ هسته‌ای اگه آمریکا بخواد تحقیقاتی درمورد آزمایشگاهی بودن کرونا بکنه میشه ۷۶۳ تا تئوری توطئه درآورد.,neu
twitter,"نه اس ام‌ اس واریزی ، نه بساط لهو و‌لعبی ،نه مسافرت برنامه ریزی نشده ای ، نه نامه ای که پست برامون بیاره...
دلمونو به چی این زندگی خوش کنیم...",neg
twitter,"گلی جون بیا ببین؛ یخ زده باغت
گلی؛ هیچ گلی نذاشتم تو اتاقت…
کاش بیام تو خوابت
گلی روی دلم نمونه داغت!
گلی ببین اینجا برفه؛ گلی پشت سرت خیلی حرفه!",neu
twitter,خب تو که فیلم رو میذاری، نمیخوای توضیح بدی چی شده در مورد چی بوده اصلا؟ لالی؟ فقط فیلم رو میخوای منتشر کنی . کی میخوایید یاد بگیرید این چیزا رو؟,neg
twitter,"رهبر معظم انقلاب اسلامی: در قرآن کریم و در روایات، درباره مسئولیت مردم نسبت به سرنوشت جامعه مطالب روشن و فراوانی وجود دارد.
مردم بایستی کمک کنند که در کشور حکومت حق برپا شود
#منتظر_انتخاباتیم 
#من_رأی_میدهم",pos
twitter,"واقعا خنده داره که یه سری دلیل حرکت بازار رو یه شخص یا اشخاصی مثل ایلان ماسک میدونن
اگه این حرف ها رو از یه تازه وارد هم میشنیدیم جای تعجب نداشت
ولی عرض کنم خدمتتون که این حرکت نزولی کاملا دلیل تکنیکالی داشت و خیلی راحت میشد تشخیصش داد",neg
twitter,به بیکاری خودت ادامه بده😂,neu
twitter,در صورتی که ایشون کص میکشه,neu
twitter,😂  بازم اینو از تو انباری در آوردین؟,neu
twitter,خب پولشونو بده که بهت توجه کنن 😊,neu
twitter,"انشالله که قبلش سلامت بودن و الان هم سلامت برمیگردن 
داستانیه بعد هر تعطیلات هم تهران هم شهرای شمالی وضعیت قرمز میشه 
امید است که اینبار نشه",pos
twitter,مادربزرگم که معده درد میگرفت میگفت ننه انگار یه ذغال داغ گذاشتن سر معده‌م.منم از صبح تاحالا یه ذغال داغ گذاشتن سر معده‌م,neg
twitter,اکانتم داره به فنا میره🤧😂,neg
twitter,شاید هم از ابتدا قضیه همین گناه مردم در فضای مجازی بود,neu
twitter,میشه حداقل براش تلاش کرد، هم برای اگاهیِ بقیه و هم تغییر قانون =),pos
twitter,نباید به روم میاوردی🥲💔,neg
twitter,نمیشه همون دوستی معمولی‌هم از دست میدی 🙂 حداقل واس من ریسک سنگینیه .,neg
twitter,"چجوری تو دستشویی میشه کتاب خوند آخه 
کتاب بوی عن میگیره 😂",neu
twitter,آب بازی تو گرما خیلی حال میده,pos
twitter,از این زاویه با لباسهای آغشته به رنگ خوندم 😅,neu
twitter,"منم پسر دوست بابامهههه
😂😂😂😂😂😂😂
ممنونم از‌کرونا تا حد زیادیییی رفتو امد کم شده کمتر به خودم فوش میدم😂",pos
twitter,"کسایی که رای نمیدن فیو بزنن
کسایی که مخالف رژیمن ریت بزنن
کسایی که رای میدن منشن بدن بلاکشون کنم",neu
twitter,وقتی کسی توئیت میزنه اما جوابش بیشتر از خودش لایک میگیره چی میگن بهش؟!,neu
twitter,شما سر قبر كسي گريه مي كنيد كه در ايان ٩٨ در زماني كه همه رضا شاه صدا مي كردن پيكرش پيدا شد واقعا رضا پهلوي چه كرد فقط گفت پي گيري ميكنم  حتي جراعت نكرد بگويد پيكر جدم را كجا انداختيد از اين بيشرفي بيشتر مي خواهيد و اگر ايشان كاري كرده و من خبر ندارم لطفا بگوييد تا ما روشن شويم,neu
twitter,"فک نکنم انجام بدن اخه درس و دانشگاه با نته

 
 
#DONT_FIGHT_THE_FEELING
Don't Fight The Feeling",neu
twitter,مردای زن دارم بد تر از مردای مجرد ادمو نگاه میکنن بخدا 😢,neg
twitter,اینی که من میبینم میره برا ۷ ۸ سال دیگه 🙁,neu
twitter,خب این موضوع دیگه به خود خانوما مربوط میشه؛ما آقایون به اندازه خود دغدغه داریم؛خود دختر خانوما در این دوران بدون اینکه با فردی ارتباط داشته باشند؛استراحت کنند؛اصولا دختران کم سن این رفتار رو در این دوران دارند.,neu
twitter,طبق تحقیقاتم اگه یکم به عقب خم بشید و قاشق ر بذارید روی قفسه‌ی سینه و تکان نخورید آهنربا می‌شید.,neu
twitter,از ساکت بودن چرا,neu
twitter,"Social media میشه رسانه اجتماعی!
یعنی رسانه‌ای که متعلق به مردم و اجتماع هست! کدوم بی پدر مادری اخه این فضای مجازی رو انداخت تو دهنا.",neg
twitter,بنظرم یه نگا به اطراف شهرتون بندازید، شاید کوره ی جهنم اونجاها باشه!,neg
twitter,سلام. خدا قوت. شروع خوبی است. ان شاءالله بعدی از این هم بهتر باشد.,pos
twitter,ما هم همین یه ماه پیش با بچه ها یه تور دور زمین رفته بودیم اتفاقا دیگه گفتیم تکراری میشه دوباره بریم😔☝🏼,neu
twitter,"پس روش داگی ۱۴۰۰ سال پیش توسط پیامبر اکرم اختراع شد
احسنت بر این دین مبین
باز بگین اسلام بده",neu
twitter,این نظام تا ظهور حضرت حجة‌ابن الحسن (عج) پاینده خواهد ماند و این امر به دلیل وجود «جمهوری» بودن و « اسلامی» بودن این نظام مقدس است. #ولی_صادق,pos
twitter,گیرم بلاک کردی با شماره ای ک تو قلبت هک کردی میخوای چیکار کنی؟,neu
twitter,"جز نام نیک و بد، چه شنیدی که باز ماند
از دور مُلک دادگران و ستمگران
عــــــدل اختیار کن که به عالم نبرده اند
بهتر ز نام نیک، بضاعت مسافران
#سلسله_مراتب_آزمون_های_ملی_رعایت_شود#نه_به_تبعیض_علیه_کنکور_سراسری#مطالبه_اول_تعویق_کنکور_سراسری_1400",pos
twitter,"ولی این دوتا بچه خیلی کیوتن:"")",pos
twitter,بیب انقد علاقم زیاده که نمیدونم تو جملات و کلمات چجوری وصفش کنم😩,pos
twitter,التهای من بجز یکی دوتا قدیمیا بقیه همه تو ضررن 😓,neg
twitter,"این حرکت خیلی بده و بیشرفانه
بلاشک
ولی ،کاش همینقدر برای همه دغدغه مند باشیم
نه فقط برای همکار یا هم صنف خودمون...
اینجاست که شک میکنیم ،انگار روحانی حق داره فقط به اطرافیان خودش سرویس میده.",neu
twitter,جوری غمگینم که انگار غمِ همهٔ ۸ میلیارد آدم دنیا، تو دل منه...,neg
twitter,دیبالا ۹ و وینگ هم بازی کرده و موثر بوده.,neu
twitter,گویا متوجه شده‌اند که مشارکت زیر ۳۰ درصده به دست و پا افتادند.,neu
twitter,بیشتر شبیه بسته کمک‌های مردمی به مناطق سیل زده‌ست.,neu
twitter,تنها در صورتی کفایت می کند که شورا لاریجانی را برگرداند. اگر نه، که شورا بازهم به کارش ادامه می دهد.,neu
twitter,"👌🏻👌🏻
تا دیروز عاری از هرگونه اشتباه بود و مخالفت با نظر شورا،مخالفت با خدا و دین و نظام بود
امروز به یکباره مفسرین حاذق پیدا شدنو گفتن ای بااااابااااااا شوراهم گاااهی اشتباه میکنه که اونم تقصیر فضای مجازی و دولته🤦🏻‍♂️",neg
twitter,"برم گم شم،
تو اغوشت",neu
twitter,"تف به ذاتتون که از تعداد کشته های آبان هم سو استفاده می کنید
#رای_بی_رای",neg
twitter,تاجزاده حالا شده معلم اخلاق و دروغها رو در میاره خودش و حسن بلوف رفیقش خیلی راستگو هستند.مصطفی جون لبه آشغال دونی هستی یه هل کوچیک لازم دارید,neu
twitter,"ماشین من نیست وگرنه این شکلی نبود:((
و اینکه داره میفروشتش دیگه نمی ارزا😂",neg
twitter,سگ از شما خوشش میاد که انقدر سجایای اخلاقی‌تون رو گوشزد می‌کنین؟,neg
twitter,این که واضحه.. نمی فهمید :)),neg
twitter,"یکی که کنارم باشه
بهش از ناراحتیام بگم
بهم بگه اصلا مهم نیست بیا بغلم :))))",pos
twitter,یه فاشیست به تمام معناست ولی نه آدم مهمی نیست :))),neg
twitter,"منم فالو کنید پلیز بالای ۵۰ تابشم بتونم رای بدم 
به همه هم بک میدم 
بوس مرسی",pos
twitter,"غلامهای اجیر کابل فکر کرده‌اند که گویا می‌توانند با چنین اعمال زشت و ضد انسانی لکه‌های بدنامی خود را از چهره منفور و کریه‌شان پاک کنند

#helmandmassacre",neg
twitter,ماچ به کلت کرم رو کباب کن به یادم بخور😔🌹,pos
twitter,"یکم توی نام گذاری خلاقیت داشته باشید
الان پایانه برکت و واکسن برکت و سهام برکت و ... برکت 
با هم‌قاطی شد",neg
twitter,"پی دی نیمای گل 
بیوید اینجا اسکرین از اکانتتون بدین بوکمارک کنم!",neu
twitter,"در کجای دنیای سیاست دیدین که شخص اول مملکت نسبت به حق و حقوق افراد اینطور وسواس داشته باشه؟
این برآمده از مکتب اسلام ناب هستش، مکتبی که  سالروز شهادت پیشوا اون هستش!
#ولی_صادق",neu
twitter,"انشالله دانشگاه ها باز شد،دعوتت میکنم بیای در جمع ما خل و چل های دانشکده الهیات کمی روان ما را بیابی
هم کمک ما کرده باشی که ادم شویم
هم شاید دیدت ملایم تر بشه به گفت و گو ها
:)",neu
